answer.topic_new,scenario.id
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7414252107613670702
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7397887975297748254
['Government or politics generally'],7413079498884648210
"['Economy generally', 'Government or politics generally']",7418642505656192287
"['Economy generally', 'Government or politics generally']",7418642505656192287
"['Abortion and reproductive health', 'Government or politics generally']",7424351652234186014
"['LGBTQ+ issues, including transgender issues', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7391444298127969568
['Government or politics generally'],7375218089803222314
['Other'],7375281153395297582
"['Immigration', 'Education', 'Government or politics generally']",7392443738578013482
['Government or politics generally'],7414869101920767262
"['Abortion and reproductive health', 'Guns and gun control', 'Government or politics generally']",7401209122185727278
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419076802116635947
['Government or politics generally'],7393423291681131818
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration', 'Other']",7347668268737432864
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7380072285870329120
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7395224294210637102
"['Racial issues, including affirmative action and racial discrimination', 'Education', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7374188047492975904
['Government or politics generally'],7413869168342076715
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7395946421167476014
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7395946421167476014
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364406117851467051
"['Environment generally', 'Government or politics generally']",7376694258289610030
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7379015182829243679
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7379015182829243679
['Government or politics generally'],7416941645637209387
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426191042669530411
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7417549551151680776
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7417549551151680776
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7400554366630956331
"['Immigration', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7366669404949466400
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7393307140330491169
"['Economy generally', 'Government or politics generally']",7426432058433539359
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally']",7372362301170634027
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Government or politics generally']",7355606243693661482
['Government or politics generally'],7388568905859616042
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7374594266946899242
